,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
23,58.35845869779587,2.4878182173279697,0.18067586421966553,0.04304450641515093,gini,45,18,0.8965740727503205,0.8947536468087742,0.8956209701631235,0.8962547833836095,0.8958008682764569,0.0006951475052930297,107,0.9998077903675969,0.9998570341577168,0.9999618757753911,0.9999126319852714,0.999884833071494,5.7915273594150885e-05
178,39.50834101438522,1.0537248028112045,0.211533784866333,0.0071792869999364045,entropy,70,7,0.8950777016884213,0.8963786867199451,0.8960165077368103,0.8955542529820197,0.8957567872817991,0.0004889762293910669,108,1.0,1.0,1.0,1.0,1.0,0.0
36,49.86863553524017,0.8049814704472734,0.21187150478363037,0.015983903037178233,gini,55,12,0.8944248264161913,0.8959021354263467,0.8965597762115125,0.896102286969658,0.8957472562559271,0.0007998505679766694,109,1.0,1.0,1.0,1.0,1.0,0.0
119,81.28577244281769,0.42032320751204216,0.24124038219451904,0.006502934088607392,gini,110,18,0.8960260387626823,0.8949204397615337,0.8956495632407394,0.8963882177458171,0.8957460648776931,0.0005435335961750269,110,1.0,1.0,1.0,1.0,1.0,0.0
68,50.341080009937286,1.9412789086954036,0.21059894561767578,0.006926795789865737,gini,75,12,0.8960022111980023,0.8958258872193708,0.8948727846321739,0.8961404110731459,0.8957103235306733,0.0004962358504717899,111,1.0,1.0,1.0,1.0,1.0,0.0
87,78.69333755970001,3.0072589396473175,0.26971280574798584,0.0435490953295147,gini,85,18,0.8959307285039625,0.8949252052744697,0.8956305011889955,0.8963215005647133,0.8957019838830352,0.0005110332187717034,112,1.0,1.0,1.0,1.0,1.0,0.0
63,76.72024166584015,2.3926502979749875,0.21115565299987793,0.006886051090374328,gini,70,18,0.8955637840078917,0.8953016807964125,0.8957448734994591,0.8961356455602099,0.8956864959659933,0.0003034321315381284,113,1.0,1.0,1.0,1.0,1.0,0.0
118,70.00181341171265,1.2123962879242454,0.2386314868927002,0.008555103427077172,gini,110,16,0.8953636324645803,0.8950872327142932,0.8959736181203863,0.8963024385129693,0.8956817304530573,0.00048090820268717086,114,1.0,1.0,1.0,1.0,1.0,0.0
111,78.28296130895615,1.0456699103565295,0.262178897857666,0.01807600905611585,gini,100,18,0.8952921497705405,0.8955351909302758,0.8956257356760595,0.8962452523577376,0.8956745821836534,0.00035133136104356503,115,1.0,1.0,1.0,1.0,1.0,0.0
61,62.727612018585205,2.9662557105925775,0.27238011360168457,0.03365476490659885,gini,70,14,0.8954923013138519,0.8942008473082,0.896421576336369,0.8965550106985766,0.8956674339142494,0.0009404880437414278,116,1.0,1.0,1.0,1.0,1.0,0.0
103,79.87143987417221,2.1528087514514636,0.24104547500610352,0.014262493641702756,gini,95,18,0.8953398048999004,0.8949585638650216,0.8960022111980023,0.8963596246682012,0.8956650511577814,0.0005479549883875679,117,1.0,1.0,1.0,1.0,1.0,0.0
37,58.4185476899147,2.9899892036504134,0.23058748245239258,0.01672506415240693,gini,55,14,0.8951730119471409,0.895463708236236,0.8961070524825939,0.8959069009392826,0.8956626684013134,0.00036622238281500027,118,1.0,1.0,1.0,0.9999936459625652,0.9999984114906413,2.7513789175513377e-06
94,67.35493743419647,1.564541623381854,0.24188005924224854,0.017187482337752642,gini,90,16,0.8957687010641391,0.8948203639898781,0.8958497147840507,0.8961356455602099,0.8956436063495694,0.0004944592859820316,119,1.0,1.0,1.0,1.0,1.0,0.0
47,80.06131702661514,2.4031687628296403,0.25383561849594116,0.06008178749895517,gini,60,18,0.8957782320900111,0.8948727846321739,0.8956590942666114,0.8962309558189295,0.8956352667019315,0.0004891909866910468,120,1.0,1.0,1.0,1.0,1.0,0.0
46,73.11724638938904,1.843115395718753,0.29670292139053345,0.040848853424100745,gini,60,16,0.8950538741237413,0.8955304254173398,0.8957401079865231,0.8961833006895698,0.8956269270542935,0.000406221544418843,121,1.0,1.0,1.0,1.0,1.0,0.0
12,37.920528411865234,2.3794099777448903,0.20023876428604126,0.01574010205135595,gini,40,12,0.8957972941417549,0.8948680191192379,0.8955876115725716,0.8962261903059936,0.8956197787848895,0.0004912799505627656,122,0.9995075620988021,0.9998093788769556,0.9993916009156167,0.9995981071322482,0.9995766622559056,0.00015300281028100195
21,43.970053255558014,1.9278807598759886,0.1706486940383911,0.03780423699921294,gini,45,14,0.8947727088605182,0.8952111360506289,0.8961928317154417,0.8962786109482894,0.8956138218937195,0.000641643180352897,123,0.9998681537232277,0.9999269285694997,0.999957110247315,0.9999078664571952,0.9999150147493094,3.225299950954713e-05
39,82.43828004598618,5.025049684318672,0.24915874004364014,0.012495336663091194,gini,55,18,0.8956829218312913,0.8944152953903194,0.8959783836333224,0.8963453281293932,0.8956054822460816,0.0007261144910834917,124,0.9999984114906413,1.0,1.0,1.0,0.9999996028726603,6.87844729399853e-07
115,43.42432129383087,2.521042613489556,0.28397423028945923,0.07416205797798585,gini,110,10,0.8953112118222845,0.8952587911799886,0.8960355697885541,0.8957972941417549,0.8956007167331456,0.00032728658492524207,125,1.0,1.0,1.0,1.0,1.0,0.0
69,57.91540306806564,1.4662517244491793,0.22807765007019043,0.038046259891901565,gini,75,14,0.8954351151586201,0.8948108329640061,0.8961785351766337,0.8959545560686425,0.8955947598419756,0.0005268478767646356,126,1.0,1.0,1.0,1.0,1.0,0.0
101,61.951116025447845,1.0988680605456778,0.2250964641571045,0.012899488467055117,gini,95,14,0.8949156742485977,0.89480606745107,0.8962214247930576,0.896421576336369,0.8955911857072736,0.0007347578358149199,127,1.0,1.0,1.0,1.0,1.0,0.0
54,68.8436291217804,2.4274961165854307,0.2360517978668213,0.031239061685166637,gini,65,16,0.8948870811709818,0.8945963848818868,0.8962643144094815,0.8965788382632565,0.8955816546814016,0.0008534618239083577,128,1.0,1.0,1.0,1.0,1.0,0.0
79,76.50640106201172,3.7049465001078947,0.22665947675704956,0.016383850432010596,gini,80,18,0.8953683979775163,0.8946916951406064,0.8955256599044038,0.896731334677208,0.8955792719249337,0.0007352522022577137,129,1.0,1.0,1.0,1.0,1.0,0.0
95,82.84530967473984,2.129249721946277,0.2757798433303833,0.03840922691469036,gini,90,18,0.8953874600292603,0.8945916193689508,0.895473239262108,0.8968075828841837,0.8955649753861257,0.0007955222417967656,130,1.0,1.0,1.0,1.0,1.0,0.0
45,57.4654244184494,1.5987928151927404,0.222426176071167,0.02817308948263695,gini,60,14,0.8950348120719974,0.8952159015635648,0.8960641628661701,0.8958449492711148,0.8955399564432117,0.0004266132322536396,131,1.0,1.0,1.0,1.0,1.0,0.0
75,39.932328939437866,1.5287910365973256,0.20457494258880615,0.011082110017250964,gini,80,10,0.894524902187847,0.8957353424735871,0.896097521456722,0.8957162804218433,0.8955185116349998,0.0005934307484311183,132,1.0,1.0,1.0,1.0,1.0,0.0
14,51.16863226890564,2.8457733637400144,0.16171377897262573,0.016150548661868887,gini,40,16,0.8953779290033883,0.8950824672013572,0.8965359486468326,0.8949919224555735,0.8954970668267879,0.0006165494591192006,133,0.999444021724454,0.9995043850800847,0.9994948540239325,0.999401131971769,0.99946109820006,4.1535419168888735e-05
38,68.0508097410202,1.4145562999666927,0.23019051551818848,0.006238554131617077,gini,55,16,0.8955685495208277,0.8947679433475823,0.8958115906805629,0.8958306527323069,0.89549468407032,0.00043212062098359986,134,1.0,0.9999936459625652,0.9999920574532065,1.0,0.9999964258539429,3.618002250559075e-06
19,32.78645718097687,3.254583698577371,0.14527201652526855,0.014623381395316187,gini,45,10,0.8954112875939402,0.8949776259167656,0.8958497147840507,0.8957210459347792,0.8954899185573839,0.0003359686619869201,135,0.999855445648358,0.9999031009291192,0.9999475791911628,0.9999666413034672,0.9999181917680269,4.294120129721977e-05
70,67.22923427820206,0.712952431031512,0.21846914291381836,0.024201644222771723,gini,75,16,0.8958211217064349,0.8952206670765008,0.894848957067494,0.8959831491462583,0.895468473749172,0.0004567440235036808,136,1.0,1.0,1.0,1.0,1.0,0.0
78,65.67077392339706,0.432787446363198,0.22044837474822998,0.006892719588465978,gini,80,16,0.8957782320900111,0.8950443430978693,0.8952444946411807,0.8955923770855077,0.8954148617286422,0.0002871666422499078,137,1.0,1.0,1.0,1.0,1.0,0.0
13,48.31518316268921,2.3910566503385584,0.15993410348892212,0.026424674053390846,gini,40,14,0.895463708236236,0.8947631778346462,0.8952730877187967,0.8960403353014902,0.8953850772727923,0.0004568496700107422,138,0.9994074860092038,0.9997696661429881,0.9996282888100635,0.9994471987431714,0.9995631599263568,0.00014540284856886664
233,22.354650020599365,0.1777803983960323,0.18480747938156128,0.010810963434777119,entropy,110,4,0.8949823914297015,0.8950729361754852,0.8956590942666114,0.8957401079865231,0.8953636324645803,0.0003387036146288953,139,1.0,1.0,1.0,1.0,1.0,0.0
92,57.497585117816925,2.29054308920127,0.273650586605072,0.036235166539601196,gini,90,12,0.8946011503948228,0.8955685495208277,0.8960022111980023,0.8952778532317326,0.8953624410863463,0.0005095353532094544,140,1.0,1.0,1.0,1.0,1.0,0.0
77,59.6260969042778,3.5190625166010006,0.250094473361969,0.028495655319911647,gini,80,14,0.8947965364251981,0.8949299707874057,0.8959497905557064,0.8957353424735871,0.8953529100604743,0.0004977323896739516,141,1.0,1.0,1.0,1.0,1.0,0.0
108,51.6908894777298,2.33517606715052,0.2268936038017273,0.013695292457604856,gini,100,12,0.8952301981023727,0.8952826187446686,0.8952254325894368,0.8956209701631235,0.8953398048999004,0.00016387406525939484,142,1.0,1.0,1.0,1.0,1.0,0.0
117,60.77151024341583,2.0555470539901055,0.22509229183197021,0.01622646223665014,gini,110,14,0.8951777774600769,0.8953255083610925,0.8954208186198122,0.8950681706625493,0.8952480687758827,0.00013522536577298335,143,1.0,1.0,1.0,1.0,1.0,0.0
51,44.89439469575882,3.0156122958046874,0.2521790862083435,0.02901671276393839,gini,65,10,0.8944581850067432,0.8945010746231671,0.8956781563183553,0.8963262660776493,0.8952409205064787,0.0007951724589116463,144,1.0,1.0,1.0,1.0,1.0,0.0
53,61.56711035966873,1.5271637496441102,0.2444854974746704,0.011224741822925736,gini,65,14,0.8949633293779576,0.8952492601541167,0.8953016807964125,0.8954351151586201,0.8952373463717768,0.00017210364780706445,145,1.0,1.0,1.0,1.0,1.0,0.0
86,63.9584184885025,3.0016894649421983,0.23002970218658447,0.04320223968035803,gini,85,16,0.8955494874690837,0.8941055370494804,0.8959640870945145,0.8953207428481564,0.8952349636153087,0.0006916481668647226,146,1.0,1.0,1.0,1.0,1.0,0.0
209,23.44866681098938,0.34698140854757514,0.20809757709503174,0.013611024729340893,entropy,90,4,0.8950491086108053,0.8940149923036966,0.895792528628819,0.8960689283791061,0.8952313894806068,0.000795172458911642,147,1.0,1.0,1.0,1.0,1.0,0.0
83,41.26577353477478,2.0315552365733125,0.23551589250564575,0.029662497283273376,gini,85,10,0.8947584123217103,0.8954970668267879,0.8951968395118208,0.8951730119471409,0.895156332651865,0.000262849468187211,148,1.0,1.0,1.0,1.0,1.0,0.0
27,33.43298715353012,0.8303463430388264,0.15929490327835083,0.017664826400526003,gini,50,10,0.894196081795264,0.8953016807964125,0.8965931348020644,0.894529667700783,0.8951551412736309,0.0009219966774519983,149,0.9999936459625652,0.9999777608689782,0.9999984114906413,0.9999984114906413,0.9999920574532065,8.480319363473335e-06
2,22.73801028728485,2.9217049336262537,0.1621330976486206,0.037765765445278786,gini,30,7,0.8950395775849334,0.8944343574420632,0.8958830733746027,0.8952397291282447,0.895149184382461,0.0005171514789107995,150,0.9951550464559562,0.9948929424117702,0.9946737281202692,0.9946657855734757,0.9948468756403679,0.0001999156541213834
10,23.906147837638855,0.6292533346245749,0.15387749671936035,0.022717384206343543,gini,40,7,0.8950443430978693,0.8958544802969868,0.8951968395118208,0.8943533437221516,0.8951122516572071,0.0005335286508658434,151,0.9995568058889219,0.9997124798060748,0.9997108912967161,0.9994456102338127,0.9996064468063814,0.00011234352712451749
29,66.75192254781723,4.7126831814854055,0.24856340885162354,0.03675086511157077,gini,50,14,0.8941341301270962,0.895134887843653,0.8952873842576046,0.8958735423487307,0.8951074861442712,0.0006259748854530138,152,0.9999777608689782,0.9999872919251304,0.9999984114906413,0.9999809378876956,0.9999861005431114,7.892749770984934e-06
76,52.3632829785347,1.6481732730373042,0.25425344705581665,0.04032149484708419,gini,80,12,0.8947917709122621,0.895444646184492,0.8951110602789731,0.8950681706625493,0.8951039120095692,0.000231765174384912,153,1.0,1.0,1.0,1.0,1.0,0.0
11,33.12903171777725,1.2384914079109333,0.15644723176956177,0.019828536492893505,gini,40,10,0.8950300465590614,0.8953874600292603,0.8965025900562807,0.8933764135702746,0.8950741275537193,0.0011205867062755914,154,0.9992819937698663,0.9997601350868358,0.9997299534090205,0.9996028726603243,0.9995937387315117,0.00018941392187537398
20,39.22320008277893,3.3203147935447657,0.14850986003875732,0.01829382701977433,gini,45,12,0.8944629505196792,0.8946059159077587,0.8964882935174727,0.8946773986017985,0.8950586396366773,0.0008290143612122789,155,0.9998903928542495,0.9999094549665539,0.999898335401043,0.999893569872967,0.9998979382737034,7.2250986855936895e-06
59,43.19616365432739,1.2220424485388757,0.2236369252204895,0.01652388464029044,gini,70,10,0.8943009230798556,0.8955351909302758,0.8957401079865231,0.8946249779595027,0.8950502999890393,0.0006027891171696503,156,1.0,1.0,1.0,1.0,1.0,0.0
107,46.45131081342697,3.8353791428727964,0.2806395888328552,0.031077458635644286,gini,100,10,0.8941484266659042,0.8951920739988849,0.8954494116974281,0.8953636324645803,0.8950383862066994,0.0005221051148986913,157,1.0,1.0,1.0,1.0,1.0,0.0
52,51.1163415312767,0.6670731280707848,0.2437722086906433,0.024122618931904757,gini,65,12,0.8946821641147344,0.8958449492711148,0.8943867023127035,0.8952206670765008,0.8950336206937634,0.0005557124995036017,158,1.0,1.0,1.0,1.0,1.0,0.0
102,72.26805537939072,1.6175136279615303,0.24365514516830444,0.02318961507965454,gini,95,16,0.8950348120719974,0.894515371161975,0.8952254325894368,0.8952969152834765,0.8950181327767214,0.0003056715306410741,159,1.0,1.0,1.0,1.0,1.0,0.0
26,24.80733096599579,0.6039636643426548,0.15066105127334595,0.015253699013774578,gini,50,7,0.8939435096096569,0.8951015292531012,0.8953398048999004,0.8956305011889955,0.8950038362379135,0.0006401992632295008,160,0.9999825263970543,1.0,1.0,1.0,0.9999956315992635,7.566292023302234e-06
67,40.97980707883835,2.048019404961965,0.2031172513961792,0.027859668258903687,gini,75,10,0.8943295161574716,0.8949919224555735,0.8951158257919091,0.8955637840078917,0.8950002621032115,0.0004418375200933798,161,1.0,1.0,1.0,1.0,1.0,0.0
116,50.85519099235535,2.3282113066985257,0.2727554440498352,0.04834153238777037,gini,110,12,0.8950300465590614,0.8943152196186637,0.8956829218312913,0.8948966121968538,0.8949812000514675,0.00048618013112654464,162,1.0,1.0,1.0,1.0,1.0,0.0
99,44.99688357114792,0.8445451017865636,0.26383084058761597,0.054783140218235916,gini,95,10,0.8946964606535425,0.8946154469336307,0.8955923770855077,0.8949823914297015,0.8949716690255956,0.0003834146881776866,163,1.0,1.0,1.0,1.0,1.0,0.0
35,52.06500285863876,4.857414958289417,0.25319087505340576,0.032359998040512185,gini,55,10,0.8941722542305841,0.894524902187847,0.8958640113228588,0.8952254325894368,0.8949466500826816,0.0006513124353172035,164,1.0,1.0,1.0,1.0,1.0,0.0
98,32.305052280426025,0.9468677518678728,0.2601167559623718,0.011795992050666457,gini,95,7,0.8933239929279788,0.8956733908054193,0.8948966121968538,0.8958640113228588,0.8949395018132776,0.0010006272237663048,165,1.0,1.0,1.0,1.0,1.0,0.0
100,55.07305932044983,3.443565828850657,0.25949692726135254,0.04235141530610995,gini,95,12,0.8946154469336307,0.894529667700783,0.8947965364251981,0.8957877631158829,0.8949323535438737,0.0005031792706013731,166,1.0,1.0,1.0,1.0,1.0,0.0
84,50.75397664308548,2.6949697603809883,0.21991848945617676,0.009173491605323493,gini,85,12,0.8944009988515114,0.8953302738740284,0.8952349636153087,0.8947298192440943,0.8949240138962358,0.00037848157064646016,167,1.0,1.0,1.0,1.0,1.0,0.0
28,39.78737038373947,1.4504360899773177,0.16694384813308716,0.021371800397823718,gini,50,12,0.8949299707874057,0.8950109845073174,0.8947441157829022,0.8949776259167656,0.8949156742485977,0.00010314886424443074,168,0.9999904689438478,1.0,0.9999984114906413,1.0,0.9999972201086222,3.951367139081032e-06
43,41.8337926864624,1.3432294838959835,0.24387800693511963,0.02573072408662711,gini,60,10,0.8944581850067432,0.8952635566929247,0.8948680191192379,0.8949966879685095,0.8948966121968538,0.0002905595413959908,169,1.0,1.0,1.0,1.0,1.0,0.0
91,45.75429171323776,1.2287309698140167,0.25521910190582275,0.023725698461024382,gini,90,10,0.8944200609032553,0.8951110602789731,0.8952254325894368,0.8948108329640061,0.8948918466839179,0.0003116404989195201,170,1.0,1.0,1.0,1.0,1.0,0.0
90,31.8084819316864,0.43603714135267235,0.24110394716262817,0.020518673225742252,gini,90,7,0.8934955513936742,0.8952111360506289,0.8948203639898781,0.8959640870945145,0.8948727846321739,0.0008951175989287864,171,1.0,1.0,1.0,1.0,1.0,0.0
114,32.96667069196701,2.59925114691215,0.25539034605026245,0.0395876912419649,gini,110,7,0.893895854480297,0.8944677160326152,0.8959354940168985,0.895153949895397,0.8948632536063019,0.0007626458666712836,172,1.0,1.0,1.0,1.0,1.0,0.0
177,25.722437024116516,1.2334993612217842,0.2684583067893982,0.04502832283288963,entropy,70,4,0.895158715408333,0.894205612821136,0.894520136674911,0.8953969910551323,0.8948203639898781,0.00047828754292690665,173,1.0,1.0,1.0,1.0,1.0,0.0
44,51.75021517276764,1.7378326346838273,0.23573720455169678,0.031455518552942756,gini,60,12,0.8942627989763678,0.894834660528686,0.8959354940168985,0.8941436611529682,0.8947941536687302,0.000708833005407198,174,1.0,1.0,1.0,1.0,1.0,0.0
18,23.39613151550293,1.309323760442851,0.13156867027282715,0.003495234958422307,gini,45,7,0.8945963848818868,0.8949728604038296,0.8947059916794144,0.894825129502814,0.8947750916169862,0.00013993496847639463,175,0.9998999239104017,0.9999825263970543,0.9999888804344891,0.9999904689438478,0.9999654499214482,3.794800576440055e-05
193,22.42885911464691,0.2962118498351336,0.1903214454650879,0.007789766031316933,entropy,80,4,0.8937195305016655,0.8947774743734542,0.8950252810461254,0.8955637840078917,0.8947715174822842,0.0006705956840517278,176,1.0,1.0,1.0,1.0,1.0,0.0
66,27.819961667060852,0.485753742167743,0.19434189796447754,0.018195406887801715,gini,75,7,0.8944867780843591,0.8947870053993262,0.8951968395118208,0.8946011503948228,0.8947679433475823,0.0002698096902674366,177,1.0,1.0,1.0,1.0,1.0,0.0
169,23.408096194267273,0.14713183624209125,0.20093566179275513,0.010063127408109088,entropy,65,4,0.8950919982272292,0.8940578819201205,0.8953922255421962,0.8943152196186637,0.8947143313270524,0.0005459827914066599,178,1.0,1.0,1.0,0.9999984114906413,0.9999996028726603,6.878447293998529e-07
82,28.502967715263367,0.9370403720351704,0.20095312595367432,0.013131224472598927,gini,85,7,0.8946821641147344,0.8945773228301428,0.8943581092350875,0.8950252810461254,0.8946607193065226,0.0002407763326139048,179,1.0,1.0,1.0,1.0,1.0,0.0
153,23.43993729352951,1.7889749849723537,0.22182071208953857,0.04438233924565974,entropy,55,4,0.893262041259811,0.8954351151586201,0.8949252052744697,0.894844191554558,0.8946166383118647,0.0008142222624656393,180,1.0,1.0,1.0,1.0,1.0,0.0
50,30.542198657989502,1.1134056722958343,0.25194787979125977,0.029989167447423866,gini,65,7,0.8934764893419304,0.895454177210364,0.894834660528686,0.8947012261664784,0.8946166383118647,0.0007169553459452019,180,1.0,1.0,1.0,1.0,1.0,0.0
129,21.330248594284058,0.42154095442553224,0.16634809970855713,0.008604756660157002,entropy,40,4,0.8939911647390166,0.8951873084859489,0.8940578819201205,0.8950014534814454,0.8945594521566329,0.0005394654837369665,182,0.9997776086897816,0.9998808617980973,0.999941225153728,0.9996584704878789,0.9998145415323715,0.00010743524021091095
217,25.262633800506592,0.29463516263427303,0.229830801486969,0.048524630100181175,entropy,95,4,0.8934812548548663,0.8950252810461254,0.8944343574420632,0.8951968395118208,0.894534433213719,0.0006706179079720536,183,1.0,1.0,1.0,1.0,1.0,0.0
106,29.661881506443024,1.022437575621802,0.2748352289199829,0.08760625976557923,gini,100,7,0.8943771712868315,0.893910151019105,0.8945582607783988,0.8952016050247569,0.894511797027273,0.0004631673462948726,184,1.0,1.0,1.0,1.0,1.0,0.0
74,29.064742982387543,0.4283835560296158,0.21449053287506104,0.022730991155887982,gini,80,7,0.8933096963891708,0.8948203639898781,0.8944629505196792,0.8954112875939402,0.8945010746231671,0.0007666923919612676,185,1.0,1.0,1.0,1.0,1.0,0.0
58,28.74691790342331,1.3419920985925804,0.2199087142944336,0.021777651127166113,gini,70,7,0.893910151019105,0.8945439642395909,0.8946249779595027,0.8947298192440943,0.8944522281155732,0.000319829031740597,186,1.0,1.0,1.0,1.0,1.0,0.0
137,23.158485531806946,0.4164967758651957,0.1969323754310608,0.0301630792174443,entropy,45,4,0.894186550769392,0.8933859445961466,0.8953541014387083,0.8946202124465666,0.8943867023127035,0.0007127349961854253,187,0.9999968229812826,0.9999952344719238,1.0,0.9999984114906413,0.9999976172359619,1.7760074544947851e-06
201,24.931598246097565,0.8543799828266001,0.23872101306915283,0.006754426283068299,entropy,85,4,0.8939768682002087,0.8949299707874057,0.8942485024375598,0.8943390471833436,0.8943735971521295,0.0003477743058647912,188,1.0,1.0,1.0,1.0,1.0,0.0
42,29.29682606458664,0.4140933844853694,0.21890568733215332,0.024175295914852925,gini,60,7,0.8940388198683765,0.8934335997255064,0.8949204397615337,0.8950157500202535,0.8943521523439175,0.0006529220125860908,189,1.0,1.0,1.0,1.0,1.0,0.0
34,39.503228425979614,1.690405695012462,0.27081531286239624,0.035380528204314005,gini,55,7,0.8946345089853747,0.894196081795264,0.894219909359944,0.8939339785837849,0.8942461196810919,0.0002507334676813652,190,1.0,1.0,1.0,1.0,1.0,0.0
161,25.68768447637558,1.1238017130557159,0.2452201247215271,0.05177185153345119,entropy,60,4,0.8945630262913349,0.8945963848818868,0.8930666552294356,0.8946106814206947,0.894209186955838,0.0006598676118032814,191,1.0,1.0,1.0,1.0,1.0,0.0
225,24.894381940364838,0.6078873866845006,0.21469956636428833,0.014667241083292778,entropy,100,4,0.8930142345871398,0.8943390471833436,0.8943771712868315,0.8947774743734542,0.8941269818576922,0.0006650025289389668,192,1.0,1.0,1.0,1.0,1.0,0.0
185,24.510329604148865,0.9146221075513272,0.23245769739151,0.014850414292230905,entropy,75,4,0.8922231594397663,0.8946869296276705,0.8949347363003417,0.8945916193689508,0.8941091111841823,0.0010960336578662668,193,1.0,1.0,1.0,1.0,1.0,0.0
145,24.992651760578156,0.5845629959421816,0.22985833883285522,0.007906440964939195,entropy,50,4,0.892971344970716,0.8934717238289943,0.8947870053993262,0.89482989501575,0.8940149923036966,0.0008130822592423618,194,1.0,1.0,1.0,1.0,1.0,0.0
121,25.099552989006042,0.20515002987940223,0.22434884309768677,0.017869002959518168,entropy,30,4,0.8934431307513784,0.8943771712868315,0.8936957029369856,0.8942675644893038,0.8939458923661249,0.0003888568033324722,195,0.994985075954575,0.9964465045645816,0.9961605728800151,0.9954886334212838,0.9957701967051139,0.0005712876583728038
41,17.700500786304474,0.5464204598899793,0.22046327590942383,0.024965811763750557,gini,60,4,0.8937481235792815,0.8935146134454182,0.894534433213719,0.8934907858807383,0.8938219890297893,0.000423440697088367,196,1.0,1.0,1.0,1.0,1.0,0.0
65,16.477001905441284,0.6548748721892383,0.18171799182891846,0.004482449696909968,gini,75,4,0.893281103311555,0.8931476689493474,0.8939959302519527,0.8944391229549993,0.8937159563669635,0.0005275895798691839,197,1.0,1.0,1.0,1.0,1.0,0.0
89,18.035711109638214,0.21517430625662456,0.2315710186958313,0.01293349850525831,gini,90,4,0.8918037943013997,0.8933287584409147,0.8946821641147344,0.8942675644893038,0.8935205703365882,0.001105826854432786,198,1.0,1.0,1.0,1.0,1.0,0.0
57,18.789400219917297,0.8570261518032516,0.21850860118865967,0.01568510441894165,gini,70,4,0.8925472143194133,0.8926901797074929,0.8936385167817538,0.8949633293779576,0.8934598100466544,0.0009640627958163574,199,1.0,1.0,1.0,1.0,1.0,0.0
73,17.0084428191185,0.29987897382762635,0.20324301719665527,0.011914134803857942,gini,80,4,0.893876792428553,0.893557503061842,0.8929761104836519,0.8932953998503629,0.8934264514561024,0.0003316485450251758,200,1.0,1.0,1.0,1.0,1.0,0.0
105,19.960624754428864,0.21162004804234893,0.28285741806030273,0.02761051581409566,gini,100,4,0.8921087871293026,0.8934431307513784,0.8941245991012242,0.8939149165320409,0.8933978583784866,0.000784100676804666,201,1.0,1.0,1.0,1.0,1.0,0.0
9,13.094642281532288,1.5468138666400066,0.13942354917526245,0.01266915673858684,gini,40,4,0.8928426761214443,0.8938386683250652,0.8924900281641814,0.8940864749977364,0.8933144619021068,0.0006657832614220954,202,0.9996489394317266,0.999941225153728,0.999882450307456,0.999577456510585,0.999762517850874,0.00015286256180038266
81,16.82928466796875,0.28807550928780284,0.1996171474456787,0.009312005297993621,gini,85,4,0.8929379863801641,0.8929236898413561,0.8936718753723057,0.8933287584409147,0.8932155775086852,0.00030954519409025623,203,1.0,0.9999984114906413,1.0,1.0,0.9999996028726603,6.87844729399853e-07
33,23.40768313407898,1.1859608169044047,0.24553775787353516,0.017822392738117653,gini,55,4,0.8921230836681107,0.8929189243284201,0.8931047793329235,0.8946011503948228,0.8931869844310693,0.0008958744475729105,204,1.0,1.0,0.9999920574532065,0.9999968229812826,0.9999972201086222,3.250627370589241e-06
1,13.62371176481247,1.0828619813238018,0.18126434087753296,0.03904053886881558,gini,30,4,0.8932191516433872,0.8936766408852417,0.8933573515185307,0.8924852626512455,0.8931846016746012,0.00043652430153331056,205,0.9971613337759979,0.9950311427259774,0.9953361365228484,0.9966085325191694,0.9960342863859983,0.0008794465411301785
49,20.02563339471817,0.5037879242249164,0.28880685567855835,0.013681475128912157,gini,65,4,0.8923613593149099,0.8937147649887296,0.8930142345871398,0.893271572285683,0.8930904827941155,0.0004898868490438006,206,0.9999984114906413,1.0,1.0,1.0,0.9999996028726603,6.87844729399853e-07
97,18.23053503036499,0.3979867182426093,0.23357951641082764,0.009032925486709184,gini,95,4,0.8923851868795898,0.8919134010989272,0.8945820883430788,0.8932858688244909,0.8930416362865217,0.0010169172205176716,207,1.0,1.0,1.0,1.0,1.0,0.0
25,12.658306062221527,0.3804076754022031,0.16227185726165771,0.026146896515025077,gini,50,4,0.8922422214915102,0.8934145376737626,0.8933049308762349,0.8931524344622833,0.8930285311259477,0.00046342009960699825,208,1.0,1.0,0.9999952344719238,0.9999666413034672,0.9999904689438478,1.3893782482657484e-05
17,13.59055870771408,0.542918224940559,0.14670872688293457,0.02011664161315305,gini,45,4,0.8924900281641814,0.8918705114825034,0.8935384410100982,0.8941055370494804,0.8930011294265658,0.0008729177182295928,209,0.9999539332285976,0.9999825263970543,0.9999825263970543,0.9999586987566738,0.999969421194845,1.3213065775121796e-05
113,20.037570893764496,0.3859070919809452,0.2821785807609558,0.02820755807964561,gini,110,4,0.8911127949256819,0.8937624201180894,0.8934717238289943,0.8936385167817538,0.8929963639136298,0.0010923600134485729,210,1.0,1.0,1.0,1.0,1.0,0.0
